Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
7778272,"Caregiver booklet","Patient was educated on caregiver booklet","Caregiver booklet
Educated on Caregiver booklet","","","Misc","N/A","","Strategic Information"
7778273,"Treatment support services name","Treatment support services received by patient","Treatment support services name","Educated on testing partners
Educated on support groups
Home base care specify
Indicate visits Adherence preparation
Which dose, why missed
Basic HIV education, transmission
Prevention: abstinence, safe sex
Locally adapted education on ART essencials
CTX prophylaxis
Shared confidentiality
Post-test counseling: implication of results
Explain dose, when to take
Prevention: household precautions
How to manage side effects
Available treatment/prophylaxis
Why complete adherence needed
Positive living
Educated on disclosure
Educated on what can occur
Symptom management/palliative
Family/living situation
Progression of disease
Adherence plan  (schedule, aids, explain diary)
Educated on PMTCT
Treatment supporter preparation
How to contact clinic
Educated on INH prophylaxis
ARV support group
Caregiver booklet
Reproductive choices
Educated on community support
Educated on ART essencials 
care at home
Follow-up appointments
Clinical team","","Question","Coded","","Strategic Information"
7778274,"Service date","","Service date
Treatment support service date","","","Finding","Date","","Strategic Information"
7778275,"Support service","Treatment support service grouping concept","Support service","","Treatment support services name
ADDITIONAL COMMENTS","ConvSet","N/A","","Strategic Information"
7778276,"CT","","CT","","","Finding","N/A","","Strategic Information"
7778277,"No of wives/co-wives","","No of wives/co-wives","","","Finding","Numeric","","Strategic Information"
7778278,"First Time of Visit","","First Time of Visit","YES
NO","","Finding","Coded","","Strategic Information"
7778279,"Referred from","","Referred from","FAMILY PLANNING SERVICES
STI REFERRAL
SELF REFERRAL
OTHER NON-CODED
TUBERCULOSIS
GENERAL OUTPATIENT DEPARTMENT","","Finding","Coded","","Strategic Information"
7778280,"Setting","","Setting","TUBERCULOSIS
CT
GENERAL OUTPATIENT DEPARTMENT
OTHER NON-CODED
FAMILY PLANNING SERVICES
Sexually Transmitted Disease
Mobile CT
Standalone HCT","","Finding","Coded","","Strategic Information"
7778281,"TB Screening Score","","TB Screening Score","NO
YES","","Finding","Coded","","Strategic Information"
7778282,"STI Screening Score","","STI Screening Score","YES
NO","","Finding","Coded","","Strategic Information"
7778283,"disclosed person","To whom disclosed","disclosed person
Whom disclosed","","","Question","Text","","Strategic Information"
7778284,"Disclosed person contact","Contact of disclosed person","Disclosed person contact","","","Question","Text","","Strategic Information"
7778285,"Disclosed person info","Disclosed person information","Disclosed person info","","disclosed person
Disclosed person contact","ConvSet","N/A","","Strategic Information"
7778286,"When ready for ART","When adherence counselor certifies client to be ready for ART therapy","When ready for ART","","","Question","Date","","Strategic Information"
7778287,"Educated on testing partners","Adherence counselor has disclosed testing partner with client","Educated on testing partners","","","Misc","N/A","","Strategic Information"
7778288,"Home base care specify","","Home base care specify","","","Misc","N/A","","Strategic Information"
7778289,"Educated on support groups","Treatment supporter discoursed support groups with client ","Educated on support groups","","","Misc","N/A","","Strategic Information"
7778290,"Educated on community support","Treatment supporter discoursed community support with client.","Educated on community support","","","Misc","N/A","","Strategic Information"
7778291,"ART Register S/N","Serial number of patient in the ART Register","ART Register S/N
ART Register Serial No","","","Question","Text","","Strategic Information"
7778292,"Child information","Question group about child","Child information","","Child Follow Up Register Serial No
Child HOSP NO
HIV Exposed Infant's Date of Birth
SEX OF CHILD
BIRTH WEIGHT (kg)
Infant's  ARV
Age at CTX Initiation
Ever Breastfed
INFANT FEEDING METHOD
Age in months at 1st PCR
Date 1st PCR sample collected
Date 1st PCR sample sent
1st PCR result
Date caregiver given 1st PCR result received
Reason for 2nd PCR 
Age in months at 2nd PCR
Date 2nd PCR sample collected
Date 2nd PCR sample sent
Date 2nd PCR result received at facility
2nd PCR Result
Date caregiver was given 2nd PCR result
Rapid test
Rapid Test Date
Rapid Test Result
Date referredto Care
Child outcome 6 months
Child outcome 12 months
Child outcome 18 months
Child's First Name
Child's Last Name","ConvSet","N/A","","Strategic Information"
7778294,"VCT client code","VCT client code","VCT client code","","","Question","Text","","Strategic Information"
7778295,"Other service entry points","Other non coded care entry points","Other service entry points
Other care entry points","","","Question","Text","","Strategic Information"
7778296,"Time from home to hospital (in hours)","Time from home to hospital in hours","Time from home to hospital (in hours)","","","Finding","Numeric","","Strategic Information"
7778297,"SPOUSE STATUS","Status of patient's spouse","SPOUSE HEALTH STATUS
SPOUSE STATUS","ALIVE
DECEASED","","Finding","Coded","","Strategic Information"
7778298,"SPOUSE NAME","Patient's spouse name","SPOUSE NAME","","","Question","Text","","Strategic Information"
7778299,"SPOUSE ADDRESS","Address of patient's spouse","SPOUSE ADDRESS","","","Question","Text","","Strategic Information"
7778300,"Other occupation","Patient's other non-coded occupation","Other occupation","","","Finding","Text","","Strategic Information"
7778301,"Other Educational Level","Patient's other non-coded educational level","Other Educational Level","","","Question","Text","","Strategic Information"
7778302,"Mothers Hosp ID","Hospital ID of Mother","Mothers Hosp ID
Mothers Hospital Number","","","Question","Text","","Strategic Information"
7778303,"Mothers PEPFAR ID","PEPFAR ID of pediatric's mother","Mothers PEPFAR ID","","","Question","Text","","Strategic Information"
7778304,"Transferred in PEPFAR ID","Transferred in PEPFAR ID","Transferred in PEPFAR ID","","","Question","Text","","Strategic Information"
7778305,"Change treatment type","","Change treatment type","Switch
Substitution","","Question","Coded","","Strategic Information"
7778306,"New drug available","","New drug available","","","Misc","N/A","","Strategic Information"
7778307,"TB AFB sputum smear","","TB AFB sputum smear
AFB sputum smear","ONE PLUS
TWO PLUS
THREE PLUS
None/100 fields
1-9/field: record exact no","","LabSet","Coded","eHealth System Developer","eHealth System Developer"
7778308,"TB AFB sputum smear Request","","TB AFB sputum smear Request
TB AFB sputum smear req","TB AFB sputum smear","","LabSet","Coded","","eHealth System Developer"
7778309,"ANC Entry Point","Antenatal care entry point","Antenatal Care Entry Point
ANC Entry Point","Casualty
Ward
STI OUTPATIENT
TB OUTPATIENT
SEX WORKER OUTREACH
SELF REFERRAL
VCT
GENERAL OUTPATIENT DEPARTMENT
PRIVATE/COMMERCIAL HEALTH FACILITY
CBO
IDU
Current clinic patient
Pre-ART Transfer in","","Question","Coded","","Strategic Information"
7778310,"None/100 fields","","None or 100 fields
None/100 fields","","","Misc","N/A","","eHealth System Developer"
7778311,"1-9/field: record exact no ","","1-9/field record exact no
1-9/field: record exact no","","","Test","Numeric","","eHealth System Developer"
7778312,"Care and support","","Care and support","","","Misc","N/A","","Strategic Information"
7778313,"Pain / Difficulty When Swallowing","","Pain / Difficulty When Swallowing","","","Symptom","Coded","","Strategic Information"
7778314,"Genital Itching","","Genital Itching","","","Symptom","N/A","","Strategic Information"
7778315,"Other Reason Missed Medication","","Other Reason Missed Medication","","","Finding","Text","","Strategic Information"
7778316,"Sulfonamides","","Sulfonamides","","","Drug","N/A","","Strategic Information"
7778317,"Chloroquine","","Chloroquine","","","Drug","N/A","","Strategic Information"
7778318,"Penicillin","","Penicillin","","","Drug","N/A","","Strategic Information"
7778319,"Drug allergens list","","Drug allergens list","Sulfonamides
OTHER NON-CODED
Penicillin
Chloroquine","","Finding","Coded","","Strategic Information"
7778320,"Alcohol or illicit drug use","","Alcohol or illicit drug use","NO
YES","","Question","Coded","","Strategic Information"
7778321,"Child/Children","","Child
Children
Child/Children","","","Misc","N/A","","Strategic Information"
7778322,"TB CAT I Medication","","TB CAT I Medication","","","Question","Text","","Strategic Information"
7778323,"TB CAT 2 medication","","TB CAT 2 medication","","","Question","Text","","Strategic Information"
7778324,"Other TMP SMX Medication","","Other TMP SMX Medication","","","Question","Text","","Strategic Information"
7778325,"Hepatitis","","Hepatitis","","","Diagnosis","N/A","Strategic Information","Strategic Information"
7778326,"Other examination values","","Other examination values","ABNORMAL
NOT DONE
NORMAL","","Finding","Coded","","Strategic Information"
7778327,"Physical examination comment","","Physical examination comment","","","Question","Text","","Strategic Information"
7778328," Date Referred for Sputum AFB","Date TB suspect was referred for AFB (DOTS)","Date Referred for Sputum AFB","","","Question","Date","","Strategic Information"
7778329,"Date referred for CXR","Date TB suspect was referred for CXR","Date referred for CXR","","","Question","Date","","Strategic Information"
7778330,"Date started TB treatment","","Date started TB treatment","","","Question","Date","","Strategic Information"
7778331,"Prior history of treated TB date","","Prior history of treated TB date","","","Question","Date","","Strategic Information"
7778332,"Date started IPT","Date IPT treatment started","Date started INH
Date started IPT","","","Question","Date","","Strategic Information"
7778333,"Sputum AFB outcome","Outcome of sputum AFB","Sputum AFB outcome","","","Question","Text","","Strategic Information"
7778334,"CXR Outcome","","Chest XRay outcome
CXR Outcome","","","Question","Text","","Strategic Information"
7778335,"Assessment and plan","Assessment and plan for patient by Clinician","Assessment and plan","","","Finding","Text","","Strategic Information"
7778336,"Start medication","","Start medication","","","Misc","N/A","","Strategic Information"
7778337,"Stop medication","","Stop medication","","","Misc","N/A","","Strategic Information"
7778338,"Continue medication","","Continue medication","","","Misc","N/A","","Strategic Information"
7778339,"Medication recommendation","","Medication recommendation","Start medication
Stop medication
Continue medication","","Question","Coded","","Strategic Information"
7778340,"Recommeded Drug name","","Recommeded Drug name","FERROUS GLUCONATE
FLUOXETINE
CIPROFLOXACIN
DAPSONE
CEFTRIAXONE IV
CHLORPHENIRAMINE MALEATE
PENICILLIN G, BENZATHINE
BENZOIC ACID/SALICYLIC ACID CREAM
AMOXICILLIN
AZITHROMYCIN
TDF/3TC 
ACYCLOVIR
TENOFOVIR
SAQUINAVIR
ABACAVIR
INDINAVIR
AZT-3TC
KALETRA
LAMIVUDINE
AZT-3TC-NVP
NEVIRAPINE
EFAVIRENZ
RITONOVIR
D4T-3TC-NVP
DIDANOSINE
HYDROCORTISONE ACETATE
IBUPROFEN
FLUCONAZOLE
FOLIC ACID
LORATADINE
METOCLOPRAMIDE
INH
LOPERAMIDE
NYSTATIN SOLUTION
ORAL REHYDRATION SALT
METRONIDAZOLE
MULTIVITAMIN
TRAMADOL
EMTRICITABINE
PYRIDOXINE
SULFADOXINE/PYRIMETHAMINE
ALBENDAZOLE
RIFAMPICIN
NELFINAVIR
ETHAMBUTOL
ACTION MEAL
CTX
CLOTRIMAZOLE VAG. PRESSARY
ARTEMETHER-LUMEFANTRINE
ABC-3TC-NVP
D4T-3TC-EFV
AZT-3TC-EFV
PYRIZINAMIDE
NEVIRAPINE/TENOFOVIR/LAMIVUDINE
NEVIRAPINE/TENOFOVIR/EMTRICITABINE
ABACAVIR/LAMIVUDINE/ZIDOVUDINE
ABC-3TC-EFV
TDF-FTC-EFV
TENOFOVIR/LAMIVUDINE/EFAVIRENZ
ABACAVIR/DIDANOSINE/KALETRA
ZIDOVUDINE/DIDANOSINE/KALETRA
LAMIVUDINE/DIDANOSINE/KALETRA
DIDANOSINE/EFAVIRENZ/KALETRA
KALETRA/TENOFOVIR/EMTRICITABINE
KALETRA/TENOFOVIR/LAMIVUDINE
ZIDOVUDINE
SAQUINAVIR/RITONAVIR
INDINAVIR/RITONAVIR
TB CAT 1
TB CAT 2","","Question","Coded","","Strategic Information"
7778341,"Recommended dose and comment","","Recommended dose and comment","","","Question","Text","","Strategic Information"
